,Location ID,City Area,Name,Address,Latitude,Longitude,Rating,Total Reviews,Place ID,Google Maps URL,full_location
166,LOC_1,Korattur,Naturals Salon,"Plot No H 15, Central Ave, above Shri Ganesh Bhavan Hotel, Periyar Nagar, Venkatraman Nagar, Korattur, Chennai, Tamil Nadu 600080, India",13.1078513,80.18475579999999,4.8,1601,ChIJXedKXYljUjoRYIGICYgbBdM,https://www.google.com/maps/place/?q=place_id:ChIJXedKXYljUjoRYIGICYgbBdM,Korattur Naturals Salon
167,LOC_1,Kottivakkam,Naturals Signature Salon,"No.1, 2 223, above UNION BANK OF INDIA, Karpagambal Nagar, Kottivakkam, Chennai, Tamil Nadu 600041, India",12.9732157,80.2584181,4.8,3760,ChIJkZqNtEZdUjoRNidYNEyXDWw,https://www.google.com/maps/place/?q=place_id:ChIJkZqNtEZdUjoRNidYNEyXDWw,Kottivakkam Naturals Signature Salon
168,LOC_1,Kotturpuram,Naturals Salon,"4th Main Rd, near Thatha Patti Park, above NILGIRIS, Kottur Gardens, Avvai Colony, Kotturpuram, Chennai, Tamil Nadu 600085, India",13.019681,80.2432283,4.6,792,ChIJdwcSyqRnUjoRI3UQJWA9AKU,https://www.google.com/maps/place/?q=place_id:ChIJdwcSyqRnUjoRI3UQJWA9AKU,Kotturpuram Naturals Salon
172,LOC_1,Kundrathur,Naturals Salon Kundrathur,"No 158 &amp, 68, Bazaar St, Kundrathur, Kanchipuram, Tamil Nadu 600069, India",12.9995163,80.09725089999999,4.9,1174,ChIJ5SIETnSLUjoRUF_5WWtEtt8,https://www.google.com/maps/place/?q=place_id:ChIJ5SIETnSLUjoRUF_5WWtEtt8,Kundrathur Naturals Salon Kundrathur
177,LOC_1,Mandaveli,Naturals Signature Salon,"No: 24-25, Venkatakrishna Rd, above Spencer's Daily, Perumal Koil Thottam, Ramakrishna Nagar, Mandaveli, Chennai, Tamil Nadu 600028, India",13.0267594,80.26140099999999,4.8,2819,ChIJT8VLUspnUjoRa_HrTUzVpa4,https://www.google.com/maps/place/?q=place_id:ChIJT8VLUspnUjoRa_HrTUzVpa4,Mandaveli Naturals Signature Salon
178,LOC_1,Mangadu,Naturals Salon,"Thulasi Doss Nagar, No 33, Kundrathur Main Road, Astha Lakshmi Nagar, Kumananchavadi, Poonamallee, Chennai, Tamil Nadu 600056, India",13.0395044,80.1134924,4.7,1100,ChIJZdX-Eu5hUjoRgkNQxEBESEg,https://www.google.com/maps/place/?q=place_id:ChIJZdX-Eu5hUjoRgkNQxEBESEg,Mangadu Naturals Salon
179,LOC_1,Maraimalai Nagar,Naturals Salon,"51 HIG Vallal Mgr Salai, Grand Southern Trunk Rd, NH-1, Maraimalai Nagar, Tamil Nadu 603209, India",12.7966626,80.02168429999999,4.7,2979,ChIJZUlr3-L5UjoRTB7pO8UsaFs,https://www.google.com/maps/place/?q=place_id:ChIJZUlr3-L5UjoRTB7pO8UsaFs,Maraimalai Nagar Naturals Salon
180,LOC_1,Medavakkam,Naturals Salon,"No 7, Velachery Rd, opposite Nilgiris Super Market, United Colony, Vengaivasal, Medavakkam, Chennai, Tamil Nadu 600100, India",12.9184288,80.1886943,4.5,1003,ChIJWd8PJh9cUjoRsPVjWNl2llg,https://www.google.com/maps/place/?q=place_id:ChIJWd8PJh9cUjoRsPVjWNl2llg,Medavakkam Naturals Salon
181,LOC_2,Medavakkam,Naturals Salon,"188, 231, Velachery Rd, near Sai Sarovar Venture, Pallikaranai, Chengalpattu, Chennai, Tamil Nadu 600100, India",12.9360301,80.2042724,4.8,1963,ChIJiyon-K1dUjoRtPaJT09Wb7g,https://www.google.com/maps/place/?q=place_id:ChIJiyon-K1dUjoRtPaJT09Wb7g,Medavakkam Naturals Salon
182,LOC_3,Medavakkam,Naturals Salon,"Plot No 22, Indira Priyadarshini Nagar Kailash Nagar, near Hospital Road, Junction, Perumbakkam, Chennai, Tamil Nadu 600100, India",12.9036775,80.20774469999999,4.4,1718,ChIJ238xNXNcUjoRtIIw8MTQSOI,https://www.google.com/maps/place/?q=place_id:ChIJ238xNXNcUjoRtIIw8MTQSOI,Medavakkam Naturals Salon
183,LOC_4,Medavakkam,"Naturals Salon Nanmangalam,","No 1/92A, Medavakkam Main Rd, above City Union Bank, Nanmangalam, Chennai, Tamil Nadu 600129, India",12.9418847,80.1826525,4.9,44,ChIJT1EkJhZfUjoRTl_050zJUP0,https://www.google.com/maps/place/?q=place_id:ChIJT1EkJhZfUjoRTl_050zJUP0,"Medavakkam Naturals Salon Nanmangalam,"
184,LOC_5,Medavakkam,Naturals Sithalapakkam,"No 197A, 1st Floor, TNHB Colony, Mambakkam - Medavakkam Main Rd, opposite ICICI Bank, Sithalapakkam, Mambakkam, Chennai, Tamil Nadu 600126, India",12.8920011,80.17759219999999,4.7,1663,ChIJs2DV8q9ZUjoR4pa3jpflOGE,https://www.google.com/maps/place/?q=place_id:ChIJs2DV8q9ZUjoR4pa3jpflOGE,Medavakkam Naturals Sithalapakkam
189,LOC_1,Mogaippar - Eri Scheme,Naturals Salon,"No B20, 1st Floor, Church Rd, opposite Ellahi Super Market, Mogappair Industrial Estate, Mogappair Eri Scheme, Mogappair East, Chennai, Tamil Nadu 600037, India",13.0760351,80.1813142,4.9,277,ChIJlW5oj6BhUjoRQyENc721zc8,https://www.google.com/maps/place/?q=place_id:ChIJlW5oj6BhUjoRQyENc721zc8,Mogaippar - Eri Scheme Naturals Salon
190,LOC_2,Mogaippar - Eri Scheme,Naturals Salon,"AGP Saantham Building, 4/750, 4th Block, Mogappair West, Ambattur Industrial Estate, Chennai, Tamil Nadu 600037, India",13.0817156,80.1677447,4.5,1370,ChIJEVxstt9jUjoRmQFQklMrCpM,https://www.google.com/maps/place/?q=place_id:ChIJEVxstt9jUjoRmQFQklMrCpM,Mogaippar - Eri Scheme Naturals Salon
192,LOC_4,Mogaippar - Eri Scheme,Naturals Salon,"No: 113, Vellalar St, next to Sbi Bank, Paneer Nagar, Mogappair, Chennai, Tamil Nadu 600037, India",13.0851487,80.1747146,4.4,580,ChIJJ-9f2-RjUjoRRvuFHHJ9c0A,https://www.google.com/maps/place/?q=place_id:ChIJJ-9f2-RjUjoRRvuFHHJ9c0A,Mogaippar - Eri Scheme Naturals Salon
199,LOC_1,Moulivakkam,Naturals Salon Moulivakkam,"5/214, Kundrathur Main Rd, Rajiv Gandhi Nagar, Moulivakkam, Chennai, Tamil Nadu 600116, India",13.0191528,80.1424103,4.6,477,ChIJYZa1DVhgUjoRcBiCa4pApyE,https://www.google.com/maps/place/?q=place_id:ChIJYZa1DVhgUjoRcBiCa4pApyE,Moulivakkam Naturals Salon Moulivakkam
200,LOC_2,Moulivakkam,Naturals Salon,"No 1, 1st Floor, Thirupurasundari Avenue, Mugalivakkam Main Rd, Subbiah Nagar, Thiripurasundari Avenue, Mugalivakkam, Chennai, Tamil Nadu 600125, India",13.0217831,80.1531722,4.9,975,ChIJXfh6HY9hUjoREBOBIWU-0GY,https://www.google.com/maps/place/?q=place_id:ChIJXfh6HY9hUjoREBOBIWU-0GY,Moulivakkam Naturals Salon
213,LOC_3,Mudichur Manimangalam,Naturals Salon,"1st Floor, Nawab Habibulla Nagar, Plot No 26, Mudichur Rd, next to City Union Bank, Manimangalam, Chennai, Tamil Nadu 600048, India",12.9135642,80.0709372,4.9,798,ChIJIZ-Imdv1UjoRZmD64mN4OWo,https://www.google.com/maps/place/?q=place_id:ChIJIZ-Imdv1UjoRZmD64mN4OWo,Mudichur Manimangalam Naturals Salon
223,LOC_1,Mylapore,Naturals Signature Salon,"2nd Floor, 36, Dr Radha Krishnan Salai, Sullivan Garden, Mylapore, Chennai, Tamil Nadu 600004, India",13.0443041,80.2666764,4.6,1286,ChIJIc_tNi5mUjoRx4Cp4l1o9RI,https://www.google.com/maps/place/?q=place_id:ChIJIc_tNi5mUjoRx4Cp4l1o9RI,Mylapore Naturals Signature Salon
